SINAPI - Sistema Nacional de Pesquisa de Custos e Índices da Construção Civil,,,,
RELATÓRIO DE CUSTOS DE COMPOSIÇÕES - ENCARGOS SOCIAIS SEM DESONERAÇÃO,,,,
Grupo,"Código da
Composição",Descrição,Unidade,Custo (R$)
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",96061,"MINICARREGADEIRA SOBRE RODAS POTENCIA 47HP CAPACIDADE OPERACAO 646 KG, COM VASSOURA MECÂNICA ACOPLADA - MANUTENÇÃO. AF_03/2017",H,"34,63"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",96062,"MINICARREGADEIRA SOBRE RODAS POTENCIA 47HP CAPACIDADE OPERACAO 646 KG, COM VASSOURA MECÂNICA ACOPLADA - MATERIAIS NA OPERAÇÃO. AF_03/2017",H,"39,29"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",90688,"MINICARREGADEIRA SOBRE RODAS, POTÊNCIA LÍQUIDA DE 47 HP, CAPACIDADE NOMINAL DE OPERAÇÃO DE 646 KG - DEPRECIAÇÃO. AF_06/2015",H,"24,00"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",90689,"MINICARREGADEIRA SOBRE RODAS, POTÊNCIA LÍQUIDA DE 47 HP, CAPACIDADE NOMINAL DE OPERAÇÃO DE 646 KG - JUROS. AF_06/2015",H,"4,74"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",90690,"MINICARREGADEIRA SOBRE RODAS, POTÊNCIA LÍQUIDA DE 47 HP, CAPACIDADE NOMINAL DE OPERAÇÃO DE 646 KG - MANUTENÇÃO. AF_06/2015",H,"30,00"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",90691,"MINICARREGADEIRA SOBRE RODAS, POTÊNCIA LÍQUIDA DE 47 HP, CAPACIDADE NOMINAL DE OPERAÇÃO DE 646 KG - MATERIAIS NA OPERAÇÃO. AF_06/2015",H,"39,29"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",96241,"MINIESCAVADEIRA SOBRE ESTEIRAS, POTÊNCIA LÍQUIDA DE *30* HP, PESO OPERACIONAL DE *3.500* KG - DEPRECIAÇÃO. AF_04/2017",H,"25,50"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",96242,"MINIESCAVADEIRA SOBRE ESTEIRAS, POTÊNCIA LÍQUIDA DE *30* HP, PESO OPERACIONAL DE *3.500* KG - JUROS. AF_04/2017",H,"6,73"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",96243,"MINIESCAVADEIRA SOBRE ESTEIRAS, POTÊNCIA LÍQUIDA DE *30* HP, PESO OPERACIONAL DE *3.500* KG - MANUTENÇÃO. AF_04/2017",H,"31,87"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",96244,"MINIESCAVADEIRA SOBRE ESTEIRAS, POTÊNCIA LÍQUIDA DE *30* HP, PESO OPERACIONAL DE *3.500* KG - MATERIAIS NA OPERAÇÃO. AF_04/2017",H,"17,16"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",88400,"MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 160 KG, MOTOR ELÉTRICO POTÊNCIA 3 CV - DEPRECIAÇÃO. AF_05/2023",H,"0,99"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",88401,"MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 160 KG, MOTOR ELÉTRICO POTÊNCIA 3 CV - JUROS. AF_05/2023",H,"0,23"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",88402,"MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 160 KG, MOTOR ELÉTRICO POTÊNCIA 3 CV - MANUTENÇÃO. AF_05/2023",H,"1,09"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",88403,"MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 160 KG, MOTOR ELÉTRICO POTÊNCIA 3 CV - MATERIAIS NA OPERAÇÃO. AF_05/2023",H,"2,03"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",88387,"MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 300 KG, MOTOR ELÉTRICO POTÊNCIA 5 CV - DEPRECIAÇÃO. AF_05/2023",H,"1,05"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",88389,"MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 300 KG, MOTOR ELÉTRICO POTÊNCIA 5 CV - JUROS. AF_05/2023",H,"0,24"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",88390,"MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 300 KG, MOTOR ELÉTRICO POTÊNCIA 5 CV - MANUTENÇÃO. AF_05/2023",H,"1,15"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",88391,"MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 300 KG, MOTOR ELÉTRICO POTÊNCIA 5 CV - MATERIAIS NA OPERAÇÃO. AF_05/2023",H,"3,38"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",88394,"MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 600 KG, MOTOR ELÉTRICO POTÊNCIA 7,5 CV - DEPRECIAÇÃO. AF_05/2023",H,"1,25"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",88395,"MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 600 KG, MOTOR ELÉTRICO POTÊNCIA 7,5 CV - JUROS. AF_05/2023",H,"0,29"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",88396,"MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 600 KG, MOTOR ELÉTRICO POTÊNCIA 7,5 CV - MANUTENÇÃO. AF_05/2023",H,"1,37"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",88397,"MISTURADOR DE ARGAMASSA, EIXO HORIZONTAL, CAPACIDADE DE MISTURA 600 KG, MOTOR ELÉTRICO POTÊNCIA 7,5 CV - MATERIAIS NA OPERAÇÃO. AF_05/2023",H,"5,06"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",90633,"MISTURADOR DUPLO HORIZONTAL DE ALTA TURBULÊNCIA, CAPACIDADE / VOLUME 2 X 500 LITROS, MOTORES ELÉTRICOS MÍNIMO 5 CV CADA, PARA NATA CIMENTO, ARGAMASSA E OUTROS - DEPRECIAÇÃO. AF_06/2015",H,"4,99"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",90634,"MISTURADOR DUPLO HORIZONTAL DE ALTA TURBULÊNCIA, CAPACIDADE / VOLUME 2 X 500 LITROS, MOTORES ELÉTRICOS MÍNIMO 5 CV CADA, PARA NATA CIMENTO, ARGAMASSA E OUTROS - JUROS. AF_06/2015",H,"1,15"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",90635,"MISTURADOR DUPLO HORIZONTAL DE ALTA TURBULÊNCIA, CAPACIDADE / VOLUME 2 X 500 LITROS, MOTORES ELÉTRICOS MÍNIMO 5 CV CADA, PARA NATA CIMENTO, ARGAMASSA E OUTROS - MANUTENÇÃO. AF_06/2015",H,"5,46"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",90636,"MISTURADOR DUPLO HORIZONTAL DE ALTA TURBULÊNCIA, CAPACIDADE / VOLUME 2 X 500 LITROS, MOTORES ELÉTRICOS MÍNIMO 5 CV CADA, PARA NATA CIMENTO, ARGAMASSA E OUTROS - MATERIAIS NA OPERAÇÃO. AF_06/2015",H,"6,76"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",103238,"MISTURADOR PARA PREPARO DE LAMA ESTABILIZANTE COM CAPACIDADE DE *4000* L, COM BOMBA CENTRÍFUGA 5,5 HP A 23,07 HP, PARA SISTEMA DE FURO DIRECIONAL - DEPRECIAÇÃO. AF_05/2023",H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",103239,"MISTURADOR PARA PREPARO DE LAMA ESTABILIZANTE COM CAPACIDADE DE *4000* L, COM BOMBA CENTRÍFUGA 5,5 HP A 23,07 HP, PARA SISTEMA DE FURO DIRECIONAL - JUROS. AF_05/2023",H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",103240,"MISTURADOR PARA PREPARO DE LAMA ESTABILIZANTE COM CAPACIDADE DE *4000* L, COM BOMBA CENTRÍFUGA 5,5 HP A 23,07 HP, PARA SISTEMA DE FURO DIRECIONAL - MANUTENÇÃO. AF_05/2023",H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",103241,"MISTURADOR PARA PREPARO DE LAMA ESTABILIZANTE COM CAPACIDADE DE *4000* L, COM BOMBA CENTRÍFUGA 5,5 HP A 23,07 HP, PARA SISTEMA DE FURO DIRECIONAL - MATERIAIS NA OPERAÇÃO. AF_05/2023",H,"12,66"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",88853,"MOTOBOMBA CENTRÍFUGA, MOTOR A GASOLINA, POTÊNCIA 5,42 HP, BOCAIS 1 1/2"" X 1"", DIÂMETRO ROTOR 143 MM HM/Q = 6 MCA / 16,8 M3/H A 38 MCA / 6,6 M3/H - DEPRECIAÇÃO. AF_06/2014",H,"0,34"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",88854,"MOTOBOMBA CENTRÍFUGA, MOTOR A GASOLINA, POTÊNCIA 5,42 HP, BOCAIS 1 1/2"" X 1"", DIÂMETRO ROTOR 143 MM HM/Q = 6 MCA / 16,8 M3/H A 38 MCA / 6,6 M3/H - JUROS. AF_06/2014",H,"0,08"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",5692,"MOTOBOMBA CENTRÍFUGA, MOTOR A GASOLINA, POTÊNCIA 5,42 HP, BOCAIS 1 1/2"" X 1"", DIÂMETRO ROTOR 143 MM HM/Q = 6 MCA / 16,8 M3/H A 38 MCA / 6,6 M3/H - MANUTENÇÃO. AF_06/2014",H,"0,38"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",5693,"MOTOBOMBA CENTRÍFUGA, MOTOR A GASOLINA, POTÊNCIA 5,42 HP, BOCAIS 1 1/2"" X 1"", DIÂMETRO ROTOR 143 MM HM/Q = 6 MCA / 16,8 M3/H A 38 MCA / 6,6 M3/H - MATERIAIS NA OPERAÇÃO. AF_06/2014",H,"21,36"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",7044,"MOTOBOMBA TRASH (PARA ÁGUA SUJA) AUTO ESCORVANTE, MOTOR GASOLINA DE 6,41 HP, DIÂMETROS DE SUCÇÃO X RECALQUE: 3"" X 3"", HM/Q = 10 MCA / 60 M3/H A 23 MCA / 0 M3/H - DEPRECIAÇÃO. AF_10/2014",H,"0,42"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",7045,"MOTOBOMBA TRASH (PARA ÁGUA SUJA) AUTO ESCORVANTE, MOTOR GASOLINA DE 6,41 HP, DIÂMETROS DE SUCÇÃO X RECALQUE: 3"" X 3"", HM/Q = 10 MCA / 60 M3/H A 23 MCA / 0 M3/H - JUROS. AF_10/2014",H,"0,09"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",7046,"MOTOBOMBA TRASH (PARA ÁGUA SUJA) AUTO ESCORVANTE, MOTOR GASOLINA DE 6,41 HP, DIÂMETROS DE SUCÇÃO X RECALQUE: 3"" X 3"", HM/Q = 10 MCA / 60 M3/H A 23 MCA / 0 M3/H - MANUTENÇÃO. AF_10/2014",H,"0,46"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",7047,"MOTOBOMBA TRASH (PARA ÁGUA SUJA) AUTO ESCORVANTE, MOTOR GASOLINA DE 6,41 HP, DIÂMETROS DE SUCÇÃO X RECALQUE: 3"" X 3"", HM/Q = 10 MCA / 60 M3/H A 23 MCA / 0 M3/H - MATERIAIS NA OPERAÇÃO. AF_10/2014",H,"25,21"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",89228,"MOTONIVELADORA POTÊNCIA BÁSICA LÍQUIDA (PRIMEIRA MARCHA) 125 HP, PESO BRUTO 13032 KG, LARGURA DA LÂMINA DE 3,7 M - DEPRECIAÇÃO. AF_06/2014",H,"46,60"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",89229,"MOTONIVELADORA POTÊNCIA BÁSICA LÍQUIDA (PRIMEIRA MARCHA) 125 HP, PESO BRUTO 13032 KG, LARGURA DA LÂMINA DE 3,7 M - JUROS. AF_06/2014",H,"16,42"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",5779,"MOTONIVELADORA POTÊNCIA BÁSICA LÍQUIDA (PRIMEIRA MARCHA) 125 HP, PESO BRUTO 13032 KG, LARGURA DA LÂMINA DE 3,7 M - MANUTENÇÃO. AF_06/2014",H,"74,90"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",53849,"MOTONIVELADORA POTÊNCIA BÁSICA LÍQUIDA (PRIMEIRA MARCHA) 125 HP, PESO BRUTO 13032 KG, LARGURA DA LÂMINA DE 3,7 M - MATERIAIS NA OPERAÇÃO. AF_06/2014",H,"82,54"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",95129,"MÁQUINA DEMARCADORA DE FAIXA DE TRÁFEGO À FRIO, AUTOPROPELIDA, POTÊNCIA 38 HP - DEPRECIAÇÃO. AF_07/2016",H,"54,41"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",95130,"MÁQUINA DEMARCADORA DE FAIXA DE TRÁFEGO À FRIO, AUTOPROPELIDA, POTÊNCIA 38 HP - JUROS. AF_07/2016",H,"19,73"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",95131,"MÁQUINA DEMARCADORA DE FAIXA DE TRÁFEGO À FRIO, AUTOPROPELIDA, POTÊNCIA 38 HP - MANUTENÇÃO. AF_07/2016",H,"64,05"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",95132,"MÁQUINA DEMARCADORA DE FAIXA DE TRÁFEGO À FRIO, AUTOPROPELIDA, POTÊNCIA 38 HP - MATERIAIS NA OPERAÇÃO. AF_07/2016",H,"31,80"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",102982,"MÁQUINA DEMARCADORA DE FAIXA DE TRÁFEGO À FRIO, TRAÇÃO MANUAL, 4 CV, PRESSÃO MAX 3300 PSI, TANQUE 20 L - DEPRECIAÇÃO. AF_06/2021",H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",102983,"MÁQUINA DEMARCADORA DE FAIXA DE TRÁFEGO À FRIO, TRAÇÃO MANUAL, 4 CV, PRESSÃO MAX 3300 PSI, TANQUE 20 L - JUROS. AF_06/2021",H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",102984,"MÁQUINA DEMARCADORA DE FAIXA DE TRÁFEGO À FRIO, TRAÇÃO MANUAL, 4 CV, PRESSÃO MAX 3300 PSI, TANQUE 20 L - MANUTENÇÃO. AF_06/2021",H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",102985,"MÁQUINA DEMARCADORA DE FAIXA DE TRÁFEGO À FRIO, TRAÇÃO MANUAL, 4 CV, PRESSÃO MAX 3300 PSI, TANQUE 20 L - MATERIAIS NA OPERAÇÃO. AF_06/2021",H,"14,75"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",92956,"MÁQUINA EXTRUSORA DE CONCRETO PARA GUIAS E SARJETAS, MOTOR A DIESEL, POTÊNCIA 14 CV - DEPRECIAÇÃO. AF_12/2015",H,"4,24"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",92957,"MÁQUINA EXTRUSORA DE CONCRETO PARA GUIAS E SARJETAS, MOTOR A DIESEL, POTÊNCIA 14 CV - JUROS. AF_12/2015",H,"0,98"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",92958,"MÁQUINA EXTRUSORA DE CONCRETO PARA GUIAS E SARJETAS, MOTOR A DIESEL, POTÊNCIA 14 CV - MANUTENÇÃO. AF_12/2015",H,"4,64"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",92959,"MÁQUINA EXTRUSORA DE CONCRETO PARA GUIAS E SARJETAS, MOTOR A DIESEL, POTÊNCIA 14 CV - MATERIAIS NA OPERAÇÃO. AF_12/2015",H,"9,14"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",102858,"MÁQUINA FORMER DOBRAS DIVERSAS: 220V/380V TRIFÁSICO OU MONOFÁSICO, CAPACIDADE 0,5-1,27MM, MOTOR 2CV - DEPRECIAÇÃO. AF_05/2023",H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",102859,"MÁQUINA FORMER DOBRAS DIVERSAS: 220V/380V TRIFÁSICO OU MONOFÁSICO, CAPACIDADE 0,5-1,27MM, MOTOR 2CV - JUROS. AF_05/2023",H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",102860,"MÁQUINA FORMER DOBRAS DIVERSAS: 220V/380V TRIFÁSICO OU MONOFÁSICO, CAPACIDADE 0,5-1,27MM, MOTOR 2CV - MANUTENÇÃO. AF_05/2023",H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",102861,"MÁQUINA FORMER DOBRAS DIVERSAS: 220V/380V TRIFÁSICO OU MONOFÁSICO, CAPACIDADE 0,5-1,27MM, MOTOR 2CV - MATERIAIS NA OPERAÇÃO. AF_05/2023",H,"1,35"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",93404,"MÁQUINA JATO DE PRESSAO PORTÁTIL, CAMARA DE 1 SAIDA, CAPACIDADE 280 L, DIAMETRO 670 MM, BICO DE JATO CURTO VENTURI DE 5/16"", MANGUEIRA DE 1"" COM COMPRESSOR DE AR REBOCÁVEL 189 PCM E MOTOR DIESEL 63 CV - DEPRECIAÇÃO. AF_05/2023",H,"7,75"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",93405,"MÁQUINA JATO DE PRESSAO PORTÁTIL, CAMARA DE 1 SAIDA, CAPACIDADE 280 L, DIAMETRO 670 MM, BICO DE JATO CURTO VENTURI DE 5/16"", MANGUEIRA DE 1"" COM COMPRESSOR DE AR REBOCÁVEL 189 PCM E MOTOR DIESEL 63 CV - JUROS. AF_05/2023",H,"1,98"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",93406,"MÁQUINA JATO DE PRESSAO PORTÁTIL, CAMARA DE 1 SAIDA, CAPACIDADE 280 L, DIAMETRO 670 MM, BICO DE JATO CURTO VENTURI DE 5/16"", MANGUEIRA DE 1"" COM COMPRESSOR DE AR REBOCÁVEL 189 PCM E MOTOR DIESEL 63 CV - MANUTENÇÃO. AF_05/2023",H,"9,30"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",93407,"MÁQUINA JATO DE PRESSAO PORTÁTIL, CAMARA DE 1 SAIDA, CAPACIDADE 280 L, DIAMETRO 670 MM, BICO DE JATO CURTO VENTURI DE 5/16"", MANGUEIRA DE 1"" COM COMPRESSOR DE AR REBOCÁVEL 189 PCM E MOTOR DIESEL 63 CV - MATERIAIS NA OPERAÇÃO. AF_05/2023",H,"46,49"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",102936,MÁQUINA METALEIRA UNIVERSAL MODELO IW 110/180 BTD - DEPRECIAÇÃO. AF_05/2023,H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",102937,MÁQUINA METALEIRA UNIVERSAL MODELO IW 110/180 BTD - JUROS. AF_05/2023,H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",102938,MÁQUINA METALEIRA UNIVERSAL MODELO IW 110/180 BTD - MANUTENÇÃO. AF_05/2023,H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",102939,MÁQUINA METALEIRA UNIVERSAL MODELO IW 110/180 BTD - MATERIAIS NA OPERAÇÃO. AF_05/2023,H,"10,09"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",103159,"MÁQUINA PARA SOLDA POR ELETROFUSÃO PARA TUBOS DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM DIÂMETRO EXTERNO DE 20 A 1600 MM, POTÊNCIA DE 3500 W - DEPRECIAÇÃO. AF_05/2023",H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",103160,"MÁQUINA PARA SOLDA POR ELETROFUSÃO PARA TUBOS DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM DIÂMETRO EXTERNO DE 20 A 1600 MM, POTÊNCIA DE 3500 W - JUROS. AF_05/2023",H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",103161,"MÁQUINA PARA SOLDA POR ELETROFUSÃO PARA TUBOS DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM DIÂMETRO EXTERNO DE 20 A 1600 MM, POTÊNCIA DE 3500 W - MANUTENÇÃO. AF_05/2023",H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",103162,"MÁQUINA PARA SOLDA POR ELETROFUSÃO PARA TUBOS DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM DIÂMETRO EXTERNO DE 20 A 1600 MM, POTÊNCIA DE 3500 W - MATERIAIS NA OPERAÇÃO. AF_05/2023",H,"0,72"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",103153,"MÁQUINA PARA SOLDA POR ELETROFUSÃO PARA TUBOS DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM DIÂMETRO EXTERNO DE 20 A 800 MM, POTÊNCIA ENTRE 2750 E 3000 W - DEPRECIAÇÃO. AF_05/2023",H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",103154,"MÁQUINA PARA SOLDA POR ELETROFUSÃO PARA TUBOS DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM DIÂMETRO EXTERNO DE 20 A 800 MM, POTÊNCIA ENTRE 2750 E 3000 W - JUROS. AF_05/2023",H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",103155,"MÁQUINA PARA SOLDA POR ELETROFUSÃO PARA TUBOS DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM DIÂMETRO EXTERNO DE 20 A 800 MM, POTÊNCIA ENTRE 2750 E 3000 W - MANUTENÇÃO. AF_05/2023",H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",103156,"MÁQUINA PARA SOLDA POR ELETROFUSÃO PARA TUBOS DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM DIÂMETRO EXTERNO DE 20 A 800 MM, POTÊNCIA ENTRE 2750 E 3000 W - MATERIAIS NA OPERAÇÃO. AF_05/2023",H,"2,57"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",103171,"MÁQUINA PARA SOLDA POR TERMOFUSÃO PARA TUBOS DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM DIÂMETRO EXTERNO DE 315 A 630 MM, POTÊNCIA ENTRE 8000 E 12350 W - DEPRECIAÇÃO. AF_05/2023",H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",103172,"MÁQUINA PARA SOLDA POR TERMOFUSÃO PARA TUBOS DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM DIÂMETRO EXTERNO DE 315 A 630 MM, POTÊNCIA ENTRE 8000 E 12350 W - JUROS. AF_05/2023",H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",103173,"MÁQUINA PARA SOLDA POR TERMOFUSÃO PARA TUBOS DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM DIÂMETRO EXTERNO DE 315 A 630 MM, POTÊNCIA ENTRE 8000 E 12350 W - MANUTENÇÃO. AF_05/2023",H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",103174,"MÁQUINA PARA SOLDA POR TERMOFUSÃO PARA TUBOS DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM DIÂMETRO EXTERNO DE 315 A 630 MM, POTÊNCIA ENTRE 8000 E 12350 W - MATERIAIS NA OPERAÇÃO. AF_05/2023",H,"2,05"
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",103177,"MÁQUINA PARA SOLDA POR TERMOFUSÃO PARA TUBOS DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM DIÂMETRO EXTERNO DE 710 A 1200 MM, POTÊNCIA ENTRE 16000 E 29500 W - DEPRECIAÇÃO. AF_05/2023",H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",103178,"MÁQUINA PARA SOLDA POR TERMOFUSÃO PARA TUBOS DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM DIÂMETRO EXTERNO DE 710 A 1200 MM, POTÊNCIA ENTRE 16000 E 29500 W - JUROS. AF_05/2023",H,-
"Depreciação, Juros, Impostos e Seguros, Manutenção e Materiais na Operação dos Equipamentos",103179,"MÁQUINA PARA SOLDA POR TERMOFUSÃO PARA TUBOS DE POLIETILENO DE ALTA DENSIDADE (PEAD) COM DIÂMETRO EXTERNO DE 710 A 1200 MM, POTÊNCIA ENTRE 16000 E 29500 W - MANUTENÇÃO. AF_05/2023",H,-
